LC81120622015109LGN00,2015-04-19 01:56:51.849804,50.72,L1T,112,62,-3.94875,122.25236,-1.84277,124.30334,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/112/062/LC81120622015109LGN00/index.html
LC81970522015112LGN00,2015-04-22 10:38:10.750925,0.05,L1T,197,52,10.49938,-6.02798,12.61265,-3.91753,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/197/052/LC81970522015112LGN00/index.html
LC81560162015113LGN00,2015-04-23 06:10:26.884484,46.33,L1T,156,16,61.69597,74.04035,63.9626,78.7407,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/156/016/LC81560162015113LGN00/index.html
LC81922472015109LGN00,2015-04-19 11:25:04.907832,72.44,L1GT,192,247,80.6706,53.67549,82.62265,67.95654,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/192/247/LC81922472015109LGN00/index.html
LC81740352015111LGN00,2015-04-21 08:09:16.341124,38.29,L1T,174,35,34.92989,35.2047,37.08099,37.87702,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/174/035/LC81740352015111LGN00/index.html
LC81510192015110LGN00,2015-04-20 05:40:45.945375,63.21,L1T,151,19,57.57674,79.16858,59.78691,83.33954,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/151/019/LC81510192015110LGN00/index.html
LC80230202015109LGN00,2015-04-19 16:30:05.676755,3.33,L1GT,23,20,56.17328,-83.84591,58.38055,-79.76067,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/023/020/LC80230202015109LGN00/index.html
LC81810272015112LGN00,2015-04-22 08:49:20.466751,79.97,L1GT,181,27,46.34895,27.97719,48.52182,30.97446,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/181/027/LC81810272015112LGN00/index.html
LC81740212015111LGN00,2015-04-21 08:03:42.005488,70.35,L1T,174,21,54.77894,42.15826,56.97864,46.08434,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/174/021/LC81740212015111LGN00/index.html
LC81420142015111LGN00,2015-04-21 04:43:08.820599,80.02,L1GT,142,14,64.40934,97.73076,66.7089,103.00035,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/142/014/LC81420142015111LGN00/index.html
LC81600302015109LGN00,2015-04-19 06:40:46.268557,3.03,L1T,160,30,42.05249,58.89618,44.22177,61.91252,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/160/030/LC81600302015109LGN00/index.html
LC81760552015109LGN00,2015-04-19 08:29:36.685570,0.04,L1T,176,55,6.17249,25.51092,8.27765,27.57576,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/176/055/LC81760552015109LGN00/index.html
LC80800192015108LGN00,2015-04-18 22:21:58.498759,61.12,L1GT,80,19,57.56581,-171.04099,59.80235,-167.0353,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/080/019/LC80800192015108LGN00/index.html
LC81580302015111LGN00,2015-04-21 06:28:23.894012,56.8,L1T,158,30,42.09955,62.06946,44.24315,64.91317,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/158/030/LC81580302015111LGN00/index.html
LC82310882015110LGN00,2015-04-20 14:22:40.728502,0.17,L1T,231,88,-41.39488,-71.14055,-39.25927,-68.34568,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/231/088/LC82310882015110LGN00/index.html
LC81080282015113LGN00,2015-04-23 01:18:34.320198,4.32,L1T,108,28,44.93795,140.2582,47.09061,143.2408,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/108/028/LC81080282015113LGN00/index.html
LC82220812015111LGN00,2015-04-21 13:24:15.313096,47.0,L1T,222,81,-31.3658,-54.17992,-29.24185,-51.77181,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/222/081/LC82220812015111LGN00/index.html
LC80620172015110LGN00,2015-04-20 20:29:55.501161,68.74,L1T,62,17,60.32657,-141.61706,62.58317,-137.17796,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/062/017/LC80620172015110LGN00/index.html
LC81490192015112LGN00,2015-04-22 05:28:23.404955,87.7,L1T,149,19,57.51787,82.11288,59.75997,86.55995,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/149/019/LC81490192015112LGN00/index.html
LC81510422015110LGN00,2015-04-20 05:49:55.248746,16.78,L1T,151,42,24.92559,68.27507,27.03935,70.54885,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/151/042/LC81510422015110LGN00/index.html
LC81120652015109LGN00,2015-04-19 01:58:03.609941,32.23,L1T,112,65,-8.28567,121.31755,-6.18006,123.38503,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/112/065/LC81120652015109LGN00/index.html
LC80460732015110LGN00,2015-04-20 19:13:20.860077,12.51,L1T,46,73,-19.86834,-139.32969,-17.74084,-137.09649,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/046/073/LC80460732015110LGN00/index.html
LC80640092015108LGN00,2015-04-18 20:39:06.834658,20.96,L1GT,64,9,70.94745,-134.63411,73.32562,-126.66039,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/064/009/LC80640092015108LGN00/index.html
LC80390182015109LGN00,2015-04-19 18:08:11.035098,4.81,L1T,39,18,58.95898,-107.00099,61.18015,-102.6301,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/039/018/LC80390182015109LGN00/index.html
LC81120282015109LGN00,2015-04-19 01:43:19.363255,60.79,L1T,112,28,44.94118,134.07635,47.09198,137.06981,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/112/028/LC81120282015109LGN00/index.html
LC81810672015112LGN00,2015-04-22 09:05:16.506639,1.52,L1T,181,67,-11.17691,14.0722,-9.07163,16.16591,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/181/067/LC81810672015112LGN00/index.html
LC81420422015111LGN00,2015-04-21 04:54:17.480146,0.29,L1T,142,42,24.92128,82.18672,27.04686,84.42827,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/142/042/LC81420422015111LGN00/index.html
LC81920332015109LGN00,2015-04-19 09:59:43.959962,91.28,L1T,192,33,37.8267,8.26005,39.95928,10.90665,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/192/033/LC81920332015109LGN00/index.html
LC81420332015111LGN00,2015-04-21 04:50:42.477917,21.26,L1T,142,33,37.82492,85.49095,39.95452,88.17382,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/142/033/LC81420332015111LGN00/index.html
LC80690722015111LGN00,2015-04-21 21:35:05.091709,60.84,L1GT,69,72,-18.40194,-174.51876,-16.28744,-172.368,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/069/072/LC80690722015111LGN00/index.html
LC81670582015110LGN00,2015-04-20 07:35:10.762664,40.21,L1T,167,58,1.83683,38.50097,3.9408,40.54632,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/167/058/LC81670582015110LGN00/index.html
LC82220602015111LGN00,2015-04-21 13:15:52.757165,18.75,L1GT,222,60,-1.05582,-47.0911,1.04969,-45.04494,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/222/060/LC82220602015111LGN00/index.html
LC80690442015111LGN00,2015-04-21 21:23:55.539472,23.83,L1GT,69,44,22.04873,-165.70186,24.15982,-163.4815,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/069/044/LC80690442015111LGN00/index.html
LC82150722015110LGN00,2015-04-20 12:37:24.644078,9.43,L1T,215,72,-18.39839,-40.09252,-16.29163,-37.92263,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/215/072/LC82150722015110LGN00/index.html
LC81490182015112LGN00,2015-04-22 05:27:59.539281,82.21,L1GT,149,18,58.92223,82.93589,61.16086,87.50791,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/149/018/LC81490182015112LGN00/index.html
LC80050552015111LGN00,2015-04-21 14:52:46.225778,17.19,L1T,5,55,6.17302,-70.28482,8.27836,-68.22359,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/005/055/LC80050552015111LGN00/index.html
LC80480182015108LGN00,2015-04-18 19:03:48.654067,10.32,L1T,48,18,58.92121,-121.00293,61.16268,-116.43995,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/048/018/LC80480182015108LGN00/index.html
LC82310872015110LGN00,2015-04-20 14:22:16.768732,0.19,L1T,231,87,-39.96202,-70.66008,-37.83382,-67.92047,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/231/087/LC82310872015110LGN00/index.html
LC81580672015111LGN00,2015-04-21 06:43:08.296730,13.87,L1GT,158,67,-11.17753,49.61066,-9.0729,51.70159,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/158/067/LC81580672015111LGN00/index.html
LC80940792015111LGN00,2015-04-21 00:12:23.299535,20.39,L1T,94,79,-28.48983,144.36612,-26.3705,146.70677,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/094/079/LC80940792015111LGN00/index.html
LC81920442015109LGN00,2015-04-19 10:04:06.761600,0.0,L1T,192,44,22.04364,4.26584,24.16686,6.45621,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/192/044/LC81920442015109LGN00/index.html
LC82062032015111LGN00,2015-04-21 12:34:04.971341,0.0,L1GT,206,203,26.36863,138.93264,28.47172,141.25664,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/206/203/LC82062032015111LGN00/index.html
LC81260312015111LGN00,2015-04-21 03:11:01.682721,1.36,L1T,126,31,40.67317,111.09352,42.82062,113.81942,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/126/031/LC81260312015111LGN00/index.html
LC82290732015112LGN00,2015-04-22 14:04:18.945998,93.1,L1GT,229,73,-19.86031,-62.06812,-17.7376,-59.85169,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/229/073/LC82290732015112LGN00/index.html
LC81651972015112LGN00,2015-04-22 08:18:17.876513,0.0,L1GT,165,197,17.7288,-155.5709,19.8226,-153.40089,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/165/197/LC81651972015112LGN00/index.html
LC81600422015109LGN00,2015-04-19 06:45:32.921958,1.76,L1T,160,42,24.91079,54.34289,27.03508,56.67414,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/160/042/LC81600422015109LGN00/index.html
LC81420412015111LGN00,2015-04-21 04:53:53.588507,15.53,L1T,142,41,26.35985,82.52895,28.48663,84.79101,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/142/041/LC81420412015111LGN00/index.html
LC81600932015109LGN00,2015-04-19 07:05:53.275724,78.34,L1GT,160,93,-48.5236,35.85907,-46.35935,39.04605,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/160/093/LC81600932015109LGN00/index.html
LC81440382015109LGN00,2015-04-19 05:05:04.279831,37.28,L1T,144,38,30.67204,80.50125,32.79346,82.90188,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/144/038/LC81440382015109LGN00/index.html
LC80871062015109LGN00,2015-04-19 23:39:54.952364,2.71,L1GT,87,106,-67.16406,139.27659,-64.01936,143.34945,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/087/106/LC80871062015109LGN00/index.html
LC80120542015112LGN00,2015-04-22 15:35:37.519035,31.19,L1T,12,54,7.61778,-80.78966,9.72667,-78.7313,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/012/054/LC80120542015112LGN00/index.html
LC80640052015108LGN00,2015-04-18 20:37:31.392355,35.38,L1T,64,5,75.74395,-124.10161,78.18813,-112.90104,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/064/005/LC80640052015108LGN00/index.html
LC81420392015111LGN00,2015-04-21 04:53:05.805228,13.97,L1T,142,39,29.20115,83.16731,31.3433,85.64879,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/142/039/LC81420392015111LGN00/index.html
LC81240052015113LGN00,2015-04-23 02:48:18.320391,0.69,L1GT,124,5,75.72626,143.51626,78.25784,154.04999,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/124/005/LC81240052015113LGN00/index.html
LC81440252015109LGN00,2015-04-19 04:59:53.793151,44.43,L1T,144,25,49.18056,86.1743,51.35116,89.44255,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/144/025/LC81440252015109LGN00/index.html
LC81600152015109LGN00,2015-04-19 06:34:48.113511,58.29,L1GT,160,15,63.05102,68.9119,65.34942,73.76353,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/160/015/LC81600152015109LGN00/index.html
LC80070572015109LGN00,2015-04-19 15:05:56.490150,87.48,L1GT,7,57,3.28214,-73.98109,5.38666,-71.93828,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/007/057/LC80070572015109LGN00/index.html
LC81830522015110LGN00,2015-04-20 09:11:40.318845,0.0,L1T,183,52,10.50759,15.62329,12.61552,17.69507,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/183/052/LC81830522015110LGN00/index.html
LC80480152015108LGN00,2015-04-18 19:02:37.037134,3.0,L1T,48,15,63.05681,-118.09979,65.34005,-113.1331,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/048/015/LC80480152015108LGN00/index.html
LC81760682015109LGN00,2015-04-19 08:34:47.632589,67.6,L1T,176,68,-12.6321,21.48072,-10.51867,23.59394,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/176/068/LC81760682015109LGN00/index.html
LC80280202015112LGN00,2015-04-22 17:00:58.434543,75.78,L1GT,28,20,56.13267,-91.65616,58.36252,-87.41432,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/028/020/LC80280202015112LGN00/index.html
LC80140222015110LGN00,2015-04-20 15:35:15.668239,10.27,L1T,14,22,53.39276,-71.25887,55.57773,-67.52742,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/014/022/LC80140222015110LGN00/index.html
LC81920272015109LGN00,2015-04-19 09:57:20.665103,5.18,L1T,192,27,46.30864,10.86351,48.48972,14.14314,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/192/027/LC81920272015109LGN00/index.html
LC81920542015109LGN00,2015-04-19 10:08:05.788129,18.99,L1T,192,54,7.61685,1.09217,9.72413,3.16954,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/192/054/LC81920542015109LGN00/index.html
LC80960652015109LGN00,2015-04-19 00:19:10.564263,12.2,L1T,96,65,-8.2847,146.03929,-6.18183,148.10962,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/096/065/LC80960652015109LGN00/index.html
LC80070562015109LGN00,2015-04-19 15:05:32.577999,72.45,L1T,7,56,4.72795,-73.67637,6.8349,-71.63039,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/007/056/LC80070562015109LGN00/index.html
LC81970462015112LGN00,2015-04-22 10:35:47.340888,0.01,L1T,197,46,19.1681,-4.12685,21.2768,-1.9434,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/197/046/LC81970462015112LGN00/index.html
LC81810322015112LGN00,2015-04-22 08:51:19.877731,54.56,L1T,181,32,39.256,25.65207,41.38614,28.38502,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/181/032/LC81810322015112LGN00/index.html
LC81810252015112LGN00,2015-04-22 08:48:32.711759,65.63,L1T,181,25,49.13433,28.8932,51.3252,32.38366,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/181/025/LC81810252015112LGN00/index.html
LC81830442015110LGN00,2015-04-20 09:08:29.110415,0.0,L1T,183,44,22.03146,18.13438,24.15348,20.41075,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/183/044/LC81830442015110LGN00/index.html
LC81260172015111LGN00,2015-04-21 03:05:27.399845,7.46,L1T,126,17,60.30817,119.33666,62.5554,124.08896,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/126/017/LC81260172015111LGN00/index.html
LC80050112015111LGN00,2015-04-21 14:35:15.266325,6.04,L1GT,5,11,68.39087,-46.66116,70.75582,-40.27087,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/005/011/LC80050112015111LGN00/index.html
LC81120262015109LGN00,2015-04-19 01:42:31.611408,96.51,L1T,112,26,47.76586,135.10953,49.93761,138.2204,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/112/026/LC81120262015109LGN00/index.html
LC80140022015110LGN00,2015-04-20 15:27:17.925353,0.62,L1T,14,2,78.70362,-32.04348,81.23441,-18.40501,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/014/002/LC80140022015110LGN00/index.html
LC82240102015109LGN00,2015-04-19 13:08:20.769279,54.3,L1T,224,10,69.69105,-23.44217,72.06873,-16.47865,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/224/010/LC82240102015109LGN00/index.html
LC80440312015112LGN00,2015-04-22 18:44:14.150081,13.97,L1T,44,31,40.67093,-122.21734,42.82321,-119.50642,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/044/031/LC80440312015112LGN00/index.html
LC81080832015113LGN00,2015-04-23 01:40:29.373972,15.45,L1T,108,83,-34.23219,121.14797,-32.11307,123.66235,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/108/083/LC81080832015113LGN00/index.html
LC80690032015111LGN00,2015-04-21 21:07:36.246436,0.0,L1GT,69,3,77.82817,-122.90487,80.32514,-110.00796,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/069/003/LC80690032015111LGN00/index.html
LC80600182015112LGN00,2015-04-22 20:17:56.732088,22.93,L1T,60,18,58.90997,-139.57697,61.15525,-134.95651,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/060/018/LC80600182015112LGN00/index.html
LC81810452015112LGN00,2015-04-22 08:56:30.449686,0.0,L1T,181,45,20.60623,20.93086,22.71976,23.11386,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/181/045/LC81810452015112LGN00/index.html
LC81600172015109LGN00,2015-04-19 06:35:35.856268,88.12,L1GT,160,17,60.33684,66.88858,62.57129,71.48003,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/160/017/LC81600172015109LGN00/index.html
LC81120592015109LGN00,2015-04-19 01:55:40.108537,7.02,L1T,112,59,0.39055,123.17345,2.49432,125.21922,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/112/059/LC81120592015109LGN00/index.html
LC80050522015111LGN00,2015-04-21 14:51:34.505186,32.2,L1T,5,52,10.50895,-69.35817,12.61602,-67.28028,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/005/052/LC80050522015111LGN00/index.html
LC81510382015110LGN00,2015-04-20 05:48:19.679640,0.03,L1T,151,38,30.66878,69.69026,32.79787,72.06315,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/151/038/LC81510382015110LGN00/index.html
LC81240372015113LGN00,2015-04-23 03:01:02.281699,10.42,L1T,124,37,32.10219,111.77084,34.23415,114.18316,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/124/037/LC81240372015113LGN00/index.html
LC81280282015109LGN00,2015-04-19 03:22:12.387450,0.02,L1T,128,28,44.94058,109.33338,47.08628,112.37402,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/128/028/LC81280282015109LGN00/index.html
LC81170452015112LGN00,2015-04-22 02:20:58.338890,71.51,L1T,117,45,20.58727,119.77718,22.71167,122.03357,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/117/045/LC81170452015112LGN00/index.html
LC80960692015109LGN00,2015-04-19 00:20:46.267668,12.98,L1GT,96,69,-14.06754,144.7618,-11.95909,146.8731,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/096/069/LC80960692015109LGN00/index.html
LC82060052015111LGN00,2015-04-21 11:15:06.082429,39.25,L1GT,206,5,75.67969,16.18609,78.10852,28.01489,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/206/005/LC82060052015111LGN00/index.html
LC81440392015109LGN00,2015-04-19 05:05:28.170700,12.89,L1T,144,39,29.2371,80.13366,31.35437,82.51056,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/144/039/LC81440392015109LGN00/index.html
LC81580312015111LGN00,2015-04-21 06:28:47.774815,10.1,L1T,158,31,40.68003,61.61418,42.81228,64.41406,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/158/031/LC81580312015111LGN00/index.html
LC81600402015109LGN00,2015-04-19 06:44:45.132330,0.83,L1T,160,40,27.79164,55.04021,29.91337,57.41827,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/160/040/LC81600402015109LGN00/index.html
LC81990422015110LGN00,2015-04-20 10:46:34.320735,2.32,L1T,199,42,24.90605,-5.92001,27.03257,-3.58138,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/199/042/LC81990422015110LGN00/index.html
LC80550212015109LGN00,2015-04-19 19:48:15.695744,45.5,L1GT,55,21,54.73039,-134.06694,56.95675,-129.96495,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/055/021/LC80550212015109LGN00/index.html
LC82220772015111LGN00,2015-04-21 13:22:39.536584,86.56,L1T,222,77,-25.60686,-52.65399,-23.49448,-50.3656,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/222/077/LC82220772015111LGN00/index.html
LC81120242015109LGN00,2015-04-19 01:41:43.859560,65.65,L1GT,112,24,50.57737,136.19829,52.77697,139.47654,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/112/024/LC81120242015109LGN00/index.html
LC80070282015109LGN00,2015-04-19 14:54:23.548883,8.5,L1T,7,28,44.93959,-63.68646,47.09095,-60.7059,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/007/028/LC80070282015109LGN00/index.html
LC81100102015111LGN00,2015-04-21 01:23:47.314766,8.42,L1T,110,10,69.64295,152.38582,72.00947,159.94184,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/110/010/LC81100102015111LGN00/index.html
LC80230192015109LGN00,2015-04-19 16:29:41.800455,29.7,L1T,23,19,57.57802,-83.07726,59.78595,-78.88619,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/023/019/LC80230192015109LGN00/index.html
LC81830182015110LGN00,2015-04-20 08:58:08.126481,62.08,L1T,183,18,58.95664,30.48584,61.17698,34.91106,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/183/018/LC81830182015110LGN00/index.html
LC80690202015111LGN00,2015-04-21 21:14:22.339705,69.89,L1T,69,20,56.18949,-154.87636,58.38765,-150.87614,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/069/020/LC80690202015111LGN00/index.html
LC80070032015109LGN00,2015-04-19 14:44:26.423363,0.66,L1T,7,3,77.8329,-27.14334,80.32097,-14.19781,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/007/003/LC80070032015109LGN00/index.html
LC80620052015110LGN00,2015-04-20 20:25:09.111861,11.91,L1T,62,5,75.72895,-120.70776,78.25503,-110.13525,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/062/005/LC80620052015110LGN00/index.html
LC81350082015110LGN00,2015-04-20 03:57:30.323993,11.96,L1T,135,8,72.2149,117.79171,74.61043,126.31744,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/135/008/LC81350082015110LGN00/index.html
LC80960122015108LGN00,2015-04-18 23:58:04.357468,22.2,L1T,96,12,67.03094,170.99947,69.36298,177.55552,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/096/012/LC80960122015108LGN00/index.html
LC80642302015108LGN00,2015-04-18 22:07:15.120730,0.0,L1GT,64,230,64.4106,-20.19549,66.63625,-14.63586,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/064/230/LC80642302015108LGN00/index.html
LC80620672015110LGN00,2015-04-20 20:49:50.254233,11.29,L1GT,62,67,-11.17944,-162.06689,-9.07094,-159.98551,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/062/067/LC80620672015110LGN00/index.html
LC81190652015110LGN00,2015-04-20 02:41:19.013827,11.43,L1T,119,65,-8.28826,110.50237,-6.18246,112.57262,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/119/065/LC81190652015110LGN00/index.html
LC80050232015111LGN00,2015-04-21 14:40:01.725109,1.72,L1T,5,23,51.99209,-57.91772,54.17696,-54.42051,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/005/023/LC80050232015111LGN00/index.html
LC81490252015112LGN00,2015-04-22 05:30:46.660869,14.43,L1T,149,25,49.16582,78.38273,51.33831,81.77131,https://s3-us-west-2.amazonaws.com/landsat-pds/L8/149/025/LC81490252015112LGN00/index.html
